"","U01","cohort","dames","sires","labanimalid","accessid","sex","rfid","dob","dow","shipmentdate","litternumber","littersize","coatcolor","earpunch","rack","shipmentbox","shipmentage","weanage","comment","resolution"
"1518","Olivier_Co","07","72795_2","72806_1","TJ527","73629_2","F","933000320045661",2018-11-13,2018-12-04,2018-12-11 00:00:00,5,8,"ALBINO","RB","D-C8","16",28,21,NA,NA
"1519","Olivier_Co","07","72795_2","72806_1","TJ528","73629_3","F","933000320045675",2018-11-13,2018-12-04,2018-12-11 00:00:00,5,8,"ALBINO","LTRT","D-C8","16",28,21,NA,NA
"1520","Olivier_Co","07","72794_2","72790_1","TJ530","73631_1","M","933000320046135",2018-11-14,2018-12-05,2018-12-11 00:00:00,5,11,"BROWN","LT","D-D1","15",27,21,NA,NA
"1521","Olivier_Co","07","72794_2","72790_1","TJ531","73631_2","M","933000320046390",2018-11-14,2018-12-05,2018-12-11 00:00:00,5,11,"BROWN HOOD","RB","D-D1","15",27,21,NA,NA
"1522","Olivier_Co","07","72794_2","72790_1","TJ532","73631_3","F","933000320046393",2018-11-14,2018-12-05,2018-12-11 00:00:00,5,11,"BLACK","LB","D-D2","16",27,21,NA,NA
"1523","Olivier_Co","07","72794_2","72790_1","TJ533","73631_4","F","933000320046376",2018-11-14,2018-12-05,2018-12-11 00:00:00,5,11,"BROWN","RM","D-D2","16",27,21,NA,NA
"1524","Olivier_Co","07","73342_1","73340_1","TJ538","73694_7","M","933000320046397",2018-11-14,2018-12-05,2018-12-11 00:00:00,4,10,"BROWN","LM","D-C7","15",27,21,NA,NA
"1525","Olivier_Co","07","72793_4","72779_1","TJ542","73633_1","M","933000320046379",2018-11-15,2018-12-06,2018-12-11 00:00:00,4,11,"BROWN","LB","D-D3","15",26,21,NA,NA
"1526","Olivier_Co","07","72793_4","72779_1","TJ544","73633_2","F","933000320046377",2018-11-15,2018-12-06,2018-12-11 00:00:00,4,11,"ALBINO","RC","D-D4","16",26,21,NA,NA
"1527","Olivier_Co","07","72292_1","73311_2","TJ543","73641_1","M","933000320046131",2018-11-15,2018-12-06,2018-12-11 00:00:00,4,11,"BLACK HOOD","LTRT","D-D3","15",26,21,NA,NA
"1528","Olivier_Co","07","72292_1","73311_2","TJ545","73641_2","F","933000320046382",2018-11-15,2018-12-06,2018-12-11 00:00:00,4,11,"BLACK HOOD","LC","D-D4","16",26,21,NA,NA
"1529","Olivier_Co","07","72871_1","72952_1","TJ553","73634_1","M","933000320046144",2018-11-16,2018-12-07,2018-12-11 00:00:00,5,5,"BLACK HOOD","LC","D-D5","15",25,21,NA,NA
"1530","Olivier_Co","07","72871_1","72952_1","TJ555","73634_2","F","933000320046129",2018-11-16,2018-12-07,2018-12-11 00:00:00,5,5,"BLACK HOOD","RC","D-D6","16",25,21,NA,NA
"1531","Olivier_Co","07","72797_2","72795_1","TJ554","73635_5","M","933000320046141",2018-11-16,2018-12-07,2018-12-11 00:00:00,5,9,"ALBINO","RM","D-D5","15",25,21,NA,NA
"1532","Olivier_Co","07","72797_2","72795_1","TJ556","73635_6","F","933000320046127",2018-11-16,2018-12-07,2018-12-11 00:00:00,5,9,"ALBINO","LTRM","D-D6","16",25,21,NA,NA
"1533","Olivier_Co","07","72789_2","72799_1","TJ434","73617_7","M","933000320045795",2018-11-07,2018-11-28,2018-12-11 00:00:00,5,10,"BROWN","LT","D-F1","7",34,21,"Scrub",NA
"1534","Olivier_Co","07","72789_2","72799_1","TJ435","73617_8","M","933000320045776",2018-11-07,2018-11-28,2018-12-11 00:00:00,5,10,"BROWN","RM","D-F1","7",34,21,"Scrub",NA
"1535","Olivier_Co","07","72789_2","72799_1","TJ464","73617_9","M","933000320046084",2018-11-07,2018-11-28,2018-12-11 00:00:00,5,10,"BROWN","LB","D-F5","7",34,21,"Scrub",NA
"1536","Olivier_Co","07","72790_2","72805_1","TJ465","73618_6","M","933000320046090",2018-11-08,2018-11-29,2018-12-11 00:00:00,6,9,"BROWN HOOD","RT","D-F5","7",33,21,"Scrub",NA
"1537","Olivier_Co","07","72790_2","72805_1","TJ468","73618_9","M","933000320046082",2018-11-08,2018-11-29,2018-12-11 00:00:00,6,9,"BLACK HOOD","LT","D-F7","7",33,21,"Scrub",NA
"1538","Olivier_Co","07","73332_2","72292_4","TJ477","73622_5","M","933000320046085",2018-11-09,2018-11-29,2018-12-11 00:00:00,4,12,"BROWN HOOD","RM","D-F7","7",32,20,"Scrub",NA
"1539","Olivier_Co","07","73332_2","72292_4","TJ478","73622_6","M","933000320046077",2018-11-09,2018-11-29,2018-12-11 00:00:00,4,12,"BLACK HOOD","LM","D-F8","7",32,20,"Scrub",NA
"1540","Olivier_Co","07","73332_2","72292_4","TJ479","73622_7","M","933000320046080",2018-11-09,2018-11-29,2018-12-11 00:00:00,4,12,"BLACK HOOD","RT","D-F8","7",32,20,"Scrub",NA
"1541","Olivier_Co","07","72773_4","72905_1","TJ502","73627_7","M","933000320046621",2018-11-10,2018-12-03,2018-12-11 00:00:00,5,12,"ALBINO","LT","D-E2","7",31,23,"Scrub",NA
"1542","Olivier_Co","07","72773_4","72905_1","TJ503","73627_8","M","933000320046625",2018-11-10,2018-12-03,2018-12-11 00:00:00,5,12,"BLACK HOOD","RM","D-E2","7",31,23,"Scrub",NA
"1543","Olivier_Co","07","72773_4","72905_1","TJ504","73627_9","M","933000320046606",2018-11-10,2018-12-03,2018-12-11 00:00:00,5,12,"ALBINO","LM","D-E3","8",31,23,"Scrub",NA
"1544","Olivier_Co","07","72773_4","72905_1","TJ505","73627_10","M","933000320046545",2018-11-10,2018-12-03,2018-12-11 00:00:00,5,12,"BROWN","RT","D-E3","8",31,23,"Scrub",NA
"1545","Olivier_Co","07","72292_1","73311_2","TJ550","73641_4","M","933000320046398",2018-11-15,2018-12-06,2018-12-11 00:00:00,4,11,"BLACK HOOD","LB","D-E6","8",26,21,"Scrub",NA
"1546","Olivier_Co","07","72292_1","73311_2","TJ551","73641_5","M","933000320046132",2018-11-15,2018-12-06,2018-12-11 00:00:00,4,11,"BROWN HOOD","LTRM","D-E6","8",26,21,"Scrub",NA
"1547","Olivier_Co","07","72809_2","72785_1","TJ565","73640_3","M","933000320046549",2018-11-16,2018-12-07,2018-12-11 00:00:00,5,4,"BROWN","LM","D-E8","8",25,21,"Scrub",NA
"1548","Olivier_Co","08","73169_2","73398_2","565","74214_1","M","933000320047144",2019-04-14,2019-05-06,2019-05-21 00:00:00,5,11,"BROWN","LT","D-G1","1",37,22,NA,NA
"1549","Olivier_Co","08","73169_2","73398_2","566","74214_2","M","933000320047130",2019-04-14,2019-05-06,2019-05-21 00:00:00,5,11,"BROWN","RM","D-G1","1",37,22,NA,NA
"1550","Olivier_Co","08","73207_2","73171_1","573","74215_1","M","933000320047136",2019-04-14,2019-05-06,2019-05-21 00:00:00,6,9,"BLACK","LT","D-G2","1",37,22,NA,NA
"1551","Olivier_Co","08","73207_2","73171_1","574","74215_2","M","933000320047150",2019-04-14,2019-05-06,2019-05-21 00:00:00,6,9,"BLACK HOOD","RM","D-G2","1",37,22,NA,NA
"1552","Olivier_Co","08","73156_2","73411_2","581","74210_1","M","933000320047132",2019-04-15,2019-05-06,2019-05-21 00:00:00,6,7,"ALBINO","LT","D-G3","1",36,21,NA,NA
"1553","Olivier_Co","08","73156_2","73411_2","582","74210_2","M","933000320047142",2019-04-15,2019-05-06,2019-05-21 00:00:00,6,7,"ALBINO","RM","D-G3","1",36,21,NA,NA
"1554","Olivier_Co","08","73188_2","73435_2","589","74216_4","M","933000320047287",2019-04-15,2019-05-06,2019-05-21 00:00:00,6,12,"BROWN","LM","D-G4","1",36,21,NA,NA
"1555","Olivier_Co","08","73208_2","73175_1","590","74218_1","M","933000320047281",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,9,"BROWN HOOD","RT","D-G4","1",35,21,NA,NA
"1556","Olivier_Co","08","73192_2","73167_1","597","74221_1","M","933000320047277",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,9,"ALBINO","LM","D-G5","1",35,21,NA,NA
"1557","Olivier_Co","08","73189_2","73207_1","598","74222_1","M","933000320047290",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,13,"BLACK HOOD","RT","D-G5","1",35,21,NA,NA
"1558","Olivier_Co","08","73206_2","73243_3","605","74220_1","M","933000320047283",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,7,"BROWN HOOD","LT","D-G6","2",35,21,NA,NA
"1559","Olivier_Co","08","73229_2","73436_2","606","74219_1","M","933000320047293",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,12,"BROWN","RB","D-G6","2",35,21,NA,NA
"1560","Olivier_Co","08","73504_4","73505_1","613","74224_1","M","933000320046920",2019-04-17,2019-05-08,2019-05-21 00:00:00,5,10,"BLACK HOOD","LT","D-G7","2",34,21,NA,NA
"1561","Olivier_Co","08","73205_2","73412_2","614","74226_1","M","933000320046910",2019-04-17,2019-05-08,2019-05-21 00:00:00,4,12,"ALBINO","RB","D-G7","2",34,21,NA,NA
"1562","Olivier_Co","08","73425_1","73194_1","621","74225_1","M","933000320046922",2019-04-17,2019-05-08,2019-05-21 00:00:00,4,13,"BLACK","LM","D-G8","2",34,21,NA,NA
"1563","Olivier_Co","08","73227_1","73439_2","622","74227_1","M","933000320046915",2019-04-18,2019-05-09,2019-05-21 00:00:00,6,11,"BLACK HOOD","RB","D-G8","2",33,21,NA,NA
"1564","Olivier_Co","08","73204_2","73191_1","629","74245_1","M","933000320047116",2019-04-19,2019-05-10,2019-05-21 00:00:00,6,8,"BROWN","LMRT","D-H1","2",32,21,NA,NA
"1565","Olivier_Co","08","73399_1","73228_1","630","74239_1","M","933000320047115",2019-04-19,2019-05-10,2019-05-21 00:00:00,5,10,"BROWN HOOD","RC","D-H1","2",32,21,NA,NA
"1566","Olivier_Co","08","73267_2","73152_1","637","74238_1","M","933000320047114",2019-04-21,2019-05-13,2019-05-21 00:00:00,5,6,"BROWN","LB","D-H2","2",30,22,NA,NA
"1567","Olivier_Co","08","73187_2","73379_2","638","74244_1","M","933000320047104",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,11,"BLACK","RT","D-H2","2",29,21,NA,NA
"1568","Olivier_Co","08","73379_1","73438_2","645","74240_1","M","933000320047464",2019-04-22,2019-05-13,2019-05-21 00:00:00,5,14,"ALBINO","LB","D-H3","3",29,21,NA,NA
"1569","Olivier_Co","08","73435_1","73283_1","646","74243_1","M","933000320047112",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,10,"BROWN HOOD","RM","D-H3","3",29,21,NA,NA
"1570","Olivier_Co","08","73720_2","73726_1","654","74237_2","M","933000320047471",2019-04-21,2019-05-13,2019-05-21 00:00:00,2,6,"BLACK","RB","D-H4","3",30,22,NA,NA
"1571","Olivier_Co","08","73437_1","73378_2","653","74246_1","M","933000320047462",2019-04-22,2019-05-13,2019-05-21 00:00:00,5,6,"BLACK HOOD","LM","D-H4","3",29,21,NA,NA
"1572","Olivier_Co","08","73382_2","73229_1","661","74242_1","M","933000320047260",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,5,"BROWN HOOD","LM","D-H5","3",29,21,NA,NA
"1573","Olivier_Co","08","73424_1","73224_1","662","74250_1","M","933000320047275",2019-04-23,2019-05-14,2019-05-21 00:00:00,5,10,"BLACK","RM","D-H5","3",28,21,NA,NA
"1574","Olivier_Co","08","73224_2","73223_1","695","74251_1","M","933000320047500",2019-04-24,2019-05-15,2019-05-21 00:00:00,6,15,"BROWN","LC","D-H6","3",27,21,NA,NA
"1575","Olivier_Co","08","73511_1","73512_1","696","74249_1","M","933000320047476",2019-04-24,2019-05-15,2019-05-21 00:00:00,5,10,"BROWN HOOD","RB","D-H6","3",27,21,NA,NA
"1576","Olivier_Co","08","73195_2","73187_1","707","74259_1","M","933000320047313",2019-04-25,2019-05-16,2019-05-21 00:00:00,6,9,"ALBINO","LC","D-H7","3",26,21,NA,NA
"1577","Olivier_Co","08","73674_2","73688_1","708","74256_1","M","933000320047321",2019-04-25,2019-05-16,2019-05-21 00:00:00,2,11,"BROWN","RT","D-H7","3",26,21,NA,NA
"1578","Olivier_Co","08","73169_2","73398_2","567","74214_3","F","933000320047143",2019-04-14,2019-05-06,2019-05-21 00:00:00,5,11,"BLACK","LT","D-I1","4",37,22,NA,NA
"1579","Olivier_Co","08","73169_2","73398_2","568","74214_4","F","933000320047127",2019-04-14,2019-05-06,2019-05-21 00:00:00,5,11,"BROWN","RM","D-I1","4",37,22,NA,NA
"1580","Olivier_Co","08","73207_2","73171_1","575","74215_3","F","933000320047147",2019-04-14,2019-05-06,2019-05-21 00:00:00,6,9,"BROWN","LT","D-I2","4",37,22,NA,NA
"1581","Olivier_Co","08","73207_2","73171_1","576","74215_4","F","933000320047126",2019-04-14,2019-05-06,2019-05-21 00:00:00,6,9,"BROWN","RC","D-I2","4",37,22,NA,NA
"1582","Olivier_Co","08","73156_2","73411_2","583","74210_3","F","933000320047135",2019-04-15,2019-05-06,2019-05-21 00:00:00,6,7,"ALBINO","LT","D-I3","4",36,21,NA,NA
"1583","Olivier_Co","08","73188_2","73435_2","584","74216_2","F","933000320047129",2019-04-15,2019-05-06,2019-05-21 00:00:00,6,12,"BROWN HOOD","RM","D-I3","4",36,21,NA,NA
"1584","Olivier_Co","08","73208_2","73175_1","592","74218_2","F","933000320047299",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,9,"BROWN HOOD","RB","D-I4","4",35,21,NA,NA
"1585","Olivier_Co","08","73731_2","73744_1","591","74217_1","F","933000320047288",2019-04-16,2019-05-07,2019-05-21 00:00:00,1,12,"BLACK HOOD","LT","D-I4","4",35,21,NA,NA
"1586","Olivier_Co","08","73192_2","73167_1","599","74221_2","F","933000320047295",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,9,"ALBINO","LB","D-I5","4",35,21,NA,NA
"1587","Olivier_Co","08","73189_2","73207_1","600","74222_2","F","933000320047279",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,13,"BROWN HOOD","RC","D-I5","4",35,21,NA,NA
"1588","Olivier_Co","08","73206_2","73243_3","607","74220_2","F","933000320047286",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,7,"BROWN","LM","D-I6","5",35,21,NA,NA
"1589","Olivier_Co","08","73229_2","73436_2","608","74219_2","F","933000320047280",2019-04-16,2019-05-07,2019-05-21 00:00:00,6,12,"BROWN HOOD","LT","D-I6","5",35,21,NA,NA
"1590","Olivier_Co","08","73504_4","73505_1","615","74224_2","F","933000320046919",2019-04-17,2019-05-08,2019-05-21 00:00:00,5,10,"BROWN","LB","D-I7","5",34,21,NA,NA
"1591","Olivier_Co","08","73205_2","73412_2","616","74226_2","F","933000320046907",2019-04-17,2019-05-08,2019-05-21 00:00:00,4,12,"ALBINO","RT","D-I7","5",34,21,NA,NA
"1592","Olivier_Co","08","73425_1","73194_1","623","74225_2","F","933000320046904",2019-04-17,2019-05-08,2019-05-21 00:00:00,4,13,"BLACK HOOD","LM","D-I8","5",34,21,NA,NA
"1593","Olivier_Co","08","73227_1","73439_2","624","74227_2","F","933000320046923",2019-04-18,2019-05-09,2019-05-21 00:00:00,6,11,"BROWN HOOD","RT","D-I8","5",33,21,NA,NA
"1594","Olivier_Co","08","73204_2","73191_1","631","74245_2","F","933000320047108",2019-04-19,2019-05-10,2019-05-21 00:00:00,6,8,"BROWN","LC","D-J1","5",32,21,NA,NA
"1595","Olivier_Co","08","73399_1","73228_1","632","74239_2","F","933000320047110",2019-04-19,2019-05-10,2019-05-21 00:00:00,5,10,"BROWN HOOD","LTRT","D-J1","5",32,21,NA,NA
"1596","Olivier_Co","08","73267_2","73152_1","639","74238_2","F","933000320047121",2019-04-21,2019-05-13,2019-05-21 00:00:00,5,6,"BROWN","RT","D-J2","5",30,22,NA,NA
"1597","Olivier_Co","08","73187_2","73379_2","640","74244_2","F","933000320047119",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,11,"BLACK HOOD","LB","D-J2","5",29,21,NA,NA
"1598","Olivier_Co","08","73379_1","73438_2","647","74240_2","F","933000320047111",2019-04-22,2019-05-13,2019-05-21 00:00:00,5,14,"ALBINO","LM","D-J3","6",29,21,NA,NA
"1599","Olivier_Co","08","73435_1","73283_1","648","74243_2","F","933000320047103",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,10,"BROWN HOOD","LBRB","D-J3","6",29,21,NA,NA
"1600","Olivier_Co","08","73437_1","73378_2","655","74246_2","F","933000320047475",2019-04-22,2019-05-13,2019-05-21 00:00:00,5,6,"BROWN HOOD","LM","D-J4","6",29,21,NA,NA
"1601","Olivier_Co","08","73411_1","73198_1","656","74241_1","F","933000320047470",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,8,"ALBINO","RB","D-J4","6",29,21,NA,NA
"1602","Olivier_Co","08","73382_2","73229_1","663","74242_2","F","933000320047254",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,5,"BROWN HOOD","LB","D-J5","6",29,21,NA,NA
"1603","Olivier_Co","08","73424_1","73224_1","664","74250_2","F","933000320047264",2019-04-23,2019-05-14,2019-05-21 00:00:00,5,10,"ALBINO","RM","D-J5","6",28,21,NA,NA
"1604","Olivier_Co","08","73224_2","73223_1","697","74251_2","F","933000320047497",2019-04-24,2019-05-15,2019-05-21 00:00:00,6,15,"BROWN","RB","D-J6","6",27,21,NA,NA
"1605","Olivier_Co","08","73511_1","73512_1","698","74249_2","F","933000320047490",2019-04-24,2019-05-15,2019-05-21 00:00:00,5,10,"BROWN HOOD","LTRM","D-J6","6",27,21,NA,NA
"1606","Olivier_Co","08","73195_2","73187_1","709","74259_2","F","933000320047312",2019-04-25,2019-05-16,2019-05-21 00:00:00,6,9,"ALBINO","LC","D-J7","6",26,21,NA,NA
"1607","Olivier_Co","08","73674_2","73688_1","710","74256_2","F","933000320047477",2019-04-25,2019-05-16,2019-05-21 00:00:00,2,11,"BROWN","LTRT","D-J7","6",26,21,NA,NA
"1608","Olivier_Co","08","73187_2","74244_5","671","74244_6","M","933000320047457",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,11,"ALBINO","LT","D-F2","7",29,21,"Scrub",NA
"1609","Olivier_Co","08","73187_2","74244_5","672","74244_7","M","933000320047460",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,11,"BLACK HOOD","RM","D-F2","7",29,21,"Scrub",NA
"1610","Olivier_Co","08","73187_2","74244_5","673","74244_8","M","933000320047465",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,11,"ALBINO","LM","D-F3","7",29,21,"Scrub",NA
"1611","Olivier_Co","08","73187_2","74244_5","674","74244_9","M","933000320047456",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,11,"BLACK","RT","D-F3","7",29,21,"Scrub",NA
"1612","Olivier_Co","08","73382_2","73229_1","669","74242_4","M","933000320047473",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,5,"BLACK HOOD","LT","D-F1","7",29,21,"Scrub",NA
"1613","Olivier_Co","08","73382_2","73229_1","670","74242_5","M","933000320047463",2019-04-22,2019-05-13,2019-05-21 00:00:00,6,5,"BROWN HOOD","RM","D-F1","7",29,21,"Scrub",NA
"1614","Olivier_Co","08","73742_2","73706_1","685","74230_1","M","933000320047262",2019-04-22,2019-05-13,2019-05-21 00:00:00,2,9,"BLACK","LM","D-F4","7",29,21,"Scrub",NA
"1615","Olivier_Co","08","73742_2","73706_1","686","74230_2","M","933000320047256",2019-04-22,2019-05-13,2019-05-21 00:00:00,2,9,"BROWN","RT","D-F4","7",29,21,"Scrub",NA
"1616","Olivier_Co","08","73742_2","73706_1","687","74230_3","M","933000320047259",2019-04-22,2019-05-13,2019-05-21 00:00:00,2,9,"BLACK","LB","D-F5","8",29,21,"Scrub",NA
"1617","Olivier_Co","08","73742_2","73706_1","688","74230_4","M","933000320047251",2019-04-22,2019-05-13,2019-05-21 00:00:00,2,9,"BROWN","RM","D-F5","8",29,21,"Scrub",NA
"1618","Olivier_Co","08","73424_1","73224_1","694","74250_10","M","933000320047255",2019-04-23,2019-05-14,2019-05-21 00:00:00,5,10,"BLACK","LC","D-F6","8",28,21,"Scrub",NA
"1619","Olivier_Co","08","73224_2","73223_1","703","74251_6","M","933000320047272",2019-04-24,2019-05-15,2019-05-21 00:00:00,6,15,"BLACK","RM","D-F7","8",27,21,"Scrub",NA
"1620","Olivier_Co","08","73224_2","73223_1","704","74251_7","M","933000320047492",2019-04-24,2019-05-15,2019-05-21 00:00:00,6,15,"BROWN","LT","D-F7","8",27,21,"Scrub",NA
"1621","Olivier_Co","08","73224_2","73223_1","705","74251_8","M","933000320047499",2019-04-24,2019-05-15,2019-05-21 00:00:00,6,15,"BLACK","RB","D-F8","8",27,21,"Scrub",NA
"1622","Olivier_Co","08","73224_2","73223_1","706","74251_9","M","933000320047483",2019-04-24,2019-05-15,2019-05-21 00:00:00,6,15,"BROWN","LM","D-F8","8",27,21,"Scrub",NA
"1623","Olivier_Co","09","73731_2","73744_1","715","74556_5","M","933000320047040",2019-07-14,2019-08-05,2019-08-20 00:00:00,4,13,"BLACK","LT","D-G1","11",37,22,NA,NA
"1624","Olivier_Co","09","74156_2","74198_1","716","74561_7","M","933000320047037",2019-07-13,2019-08-05,2019-08-20 00:00:00,1,10,"BROWN HOOD","RT","D-G1","11",38,23,NA,NA
"1625","Olivier_Co","09","73669_2","73747_1","723","74572_1","M","933000320047045",2019-07-16,2019-08-06,2019-08-20 00:00:00,4,11,"ALBINO","LT","D-G2","11",35,21,NA,NA
"1626","Olivier_Co","09","73706_2","73668_1","724","74571_1","M","933000320047332",2019-07-16,2019-08-06,2019-08-20 00:00:00,5,12,"BLACK","RM","D-G2","11",35,21,NA,NA
"1627","Olivier_Co","09","73770_2","73669_1","731","74569_1","M","933000320047342",2019-07-16,2019-08-06,2019-08-20 00:00:00,5,6,"BLACK HOOD","LT","D-G3","11",35,21,NA,NA
"1628","Olivier_Co","09","74136_2","74208_1","732","74576_3","M","933000320047340",2019-07-16,2019-08-06,2019-08-20 00:00:00,1,9,"BLACK","RB","D-G3","11",35,21,NA,NA
"1629","Olivier_Co","09","73727_2","73676_1","739","74570_1","M","933000320047341",2019-07-16,2019-08-06,2019-08-20 00:00:00,4,12,"BROWN","LT","D-G4","11",35,21,NA,NA
"1630","Olivier_Co","09","73727_2","73676_1","740","74570_2","M","933000320047339",2019-07-16,2019-08-06,2019-08-20 00:00:00,4,12,"BROWN HOOD","RM","D-G4","11",35,21,NA,NA
"1631","Olivier_Co","09","73744_2","73734_2","747","74573_1","M","933000320047343",2019-07-16,2019-08-06,2019-08-20 00:00:00,5,12,"BLACK","LM","D-G5","11",35,21,NA,NA
"1632","Olivier_Co","09","73744_2","73734_2","748","74573_2","M","933000320047329",2019-07-16,2019-08-06,2019-08-20 00:00:00,5,12,"BLACK","LTRT","D-G5","11",35,21,NA,NA
"1633","Olivier_Co","09","73666_2","73719_1","755","74578_1","M","933000320046814",2019-07-17,2019-08-07,2019-08-20 00:00:00,5,10,"ALBINO","LM","D-G6","12",34,21,NA,NA
"1634","Olivier_Co","09","73666_2","73719_1","756","74578_2","M","933000320046801",2019-07-17,2019-08-07,2019-08-20 00:00:00,5,10,"BROWN","RT","D-G6","12",34,21,NA,NA
"1635","Olivier_Co","09","73732_2","73686_1","763","74579_1","M","933000320046815",2019-07-17,2019-08-07,2019-08-20 00:00:00,4,9,"ALBINO","RT","D-G7","12",34,21,NA,NA
"1636","Olivier_Co","09","73732_2","73686_1","764","74579_2","M","933000320046812",2019-07-17,2019-08-07,2019-08-20 00:00:00,4,9,"BROWN HOOD","LM","D-G7","12",34,21,NA,NA
"1637","Olivier_Co","09","73674_2","73688_1","771","74580_1","M","933000320047600",2019-07-18,2019-08-08,2019-08-20 00:00:00,5,13,"BROWN","LM","D-G8","12",33,21,NA,NA
"1638","Olivier_Co","09","74121_2","74196_1","772","74609_3","M","933000320047166",2019-07-24,2019-08-08,2019-08-20 00:00:00,1,9,"BLACK","RT","D-G8","12",27,15,NA,NA
"1639","Olivier_Co","09","73690_2","73672_1","779","74581_1","M","933000320047581",2019-07-18,2019-08-08,2019-08-20 00:00:00,5,12,"BLACK","LB","D-H1","12",33,21,NA,NA
"1640","Olivier_Co","09","73690_2","73672_1","780","74581_2","M","933000320047582",2019-07-18,2019-08-08,2019-08-20 00:00:00,5,12,"BROWN","RM","D-H1","12",33,21,NA,NA
"1641","Olivier_Co","09","73691_2","73723_1","787","74588_5","M","933000320047576",2019-07-21,2019-08-12,2019-08-20 00:00:00,5,12,"ALBINO","LB","D-H2","12",30,22,NA,NA
"1642","Olivier_Co","09","73691_2","73723_1","788","74588_6","M","933000320047593",2019-07-21,2019-08-12,2019-08-20 00:00:00,5,12,"BROWN HOOD","RC","D-H2","12",30,22,NA,NA
"1643","Olivier_Co","09","73743_2","73666_1","795","74586_1","M","933000320047001",2019-07-22,2019-08-12,2019-08-20 00:00:00,5,11,"ALBINO","LC","D-H3","13",29,21,NA,NA
"1644","Olivier_Co","09","73743_2","73666_1","796","74586_2","M","933000320047019",2019-07-22,2019-08-12,2019-08-20 00:00:00,5,11,"ALBINO","RB","D-H3","13",29,21,NA,NA
"1645","Olivier_Co","09","73687_2","73736_1","811","74587_1","M","933000320046841",2019-07-22,2019-08-12,2019-08-20 00:00:00,5,5,"BLACK HOOD","LM","D-H4","13",29,21,NA,NA
"1646","Olivier_Co","09","73687_2","73736_1","812","74587_2","M","933000320046834",2019-07-22,2019-08-12,2019-08-20 00:00:00,5,5,"BROWN HOOD","RM","D-H4","13",29,21,NA,NA
"1647","Olivier_Co","09","73671_2","73742_1","823","74603_1","M","933000320047162",2019-07-24,2019-08-14,2019-08-20 00:00:00,5,14,"ALBINO","RM","D-H5","13",27,21,NA,NA
"1648","Olivier_Co","09","73671_2","73742_1","824","74603_2","M","933000320047171",2019-07-24,2019-08-14,2019-08-20 00:00:00,5,14,"BROWN","LB","D-H5","13",27,21,NA,NA
"1649","Olivier_Co","09","74196_2","74113_1","835","74604_1","M","933000320047152",2019-07-24,2019-08-14,2019-08-20 00:00:00,1,12,"ALBINO","RC","D-H6","13",27,21,NA,NA
"1650","Olivier_Co","09","74196_2","74113_1","836","74604_2","M","933000320047172",2019-07-24,2019-08-14,2019-08-20 00:00:00,1,12,"ALBINO","LTRT","D-H6","13",27,21,NA,NA
"1651","Olivier_Co","09","73672_2","73697_1","857","74606_1","M","933000320046833",2019-07-25,2019-08-15,2019-08-20 00:00:00,5,13,"BLACK HOOD","LB","D-H7","13",26,21,NA,NA
"1652","Olivier_Co","09","73672_2","73697_1","858","74606_2","M","933000320046847",2019-07-25,2019-08-15,2019-08-20 00:00:00,5,13,"BROWN HOOD","LTRT","D-H7","13",26,21,NA,NA
"1653","Olivier_Co","09","73731_2","73744_1","717","74556_6","F","933000320047031",2019-07-14,2019-08-05,2019-08-20 00:00:00,4,13,"BLACK","LT","D-I1","14",37,22,NA,NA
"1654","Olivier_Co","09","73745_2","73704_1","718","74555_5","F","933000320047049",2019-07-14,2019-08-05,2019-08-20 00:00:00,5,9,"BLACK HOOD","RT","D-I1","14",37,22,NA,NA
"1655","Olivier_Co","09","73669_2","73747_1","725","74572_2","F","933000320047330",2019-07-16,2019-08-06,2019-08-20 00:00:00,4,11,"BLACK","LM","D-I2","14",35,21,NA,NA
"1656","Olivier_Co","09","73706_2","73668_1","726","74571_2","F","933000320047335",2019-07-16,2019-08-06,2019-08-20 00:00:00,5,12,"BLACK HOOD","RB","D-I2","14",35,21,NA,NA
"1657","Olivier_Co","09","73770_2","73669_1","733","74569_2","F","933000320047331",2019-07-16,2019-08-06,2019-08-20 00:00:00,5,6,"BLACK","RT","D-I3","14",35,21,NA,NA
